from,to,knowledge_begin_date,knowledge_end_date,operation_code
52063212:5,10007679:5,2013-05-05 06:08:40.917,2015-04-13 06:39:38.267,N
52063212:5,10007679:5,2017-11-28 03:12:53.290,,A
52063212:5,52177018:5,2015-04-13 06:39:38.267,2017-11-28 03:12:53.290,A
52063746:5,52063746:5,2013-05-05 06:08:40.917,,N
52063856:5,52063856:5,2013-05-05 06:08:40.917,,N
52063869:5,52063869:5,2013-05-05 06:08:40.917,,N
52064064:5,52064064:5,2013-05-05 06:08:40.917,,N
52064201:5,52064201:5,2013-05-05 06:08:40.917,,N
52064449:5,52064449:5,2013-05-05 06:08:40.917,,N
52064474:5,52064474:5,2013-05-05 06:08:40.917,,N
52064632:5,52064632:5,2013-05-05 06:08:40.917,,N
52064764:5,52064764:5,2013-05-05 06:08:40.917,,N
52064767:5,52064767:5,2013-05-05 06:08:40.917,,N
52064782:5,52064782:5,2013-05-05 06:08:40.917,,N
52064914:5,52064914:5,2013-05-05 06:08:40.917,,N
52065069:5,10067962:5,2013-05-05 06:08:40.917,,N
52065070:5,10067991:5,2013-05-05 06:08:40.917,,N
52065071:5,10069566:5,2013-05-05 06:08:40.917,,N
52065072:5,50012236:5,2013-05-05 06:08:40.917,,N
52065073:5,50012256:5,2013-05-05 06:08:40.917,,N
52065074:5,52001054:5,2013-05-05 06:08:40.917,,N
52065075:5,52011975:5,2013-05-05 06:08:40.917,2014-11-04 06:52:55.877,N
52065075:5,52011975:5,2014-11-04 06:52:55.877,,C
52065267:5,52065267:5,2013-05-05 06:08:40.917,,N
52065273:5,52065273:5,2013-05-05 06:08:40.917,,N
52065338:5,50022365:5,2013-05-05 06:08:40.917,,N
52065699:5,52065699:5,2013-05-05 06:08:40.917,,N
52065713:5,52065713:5,2013-05-05 06:08:40.917,,N
52065716:5,52065716:5,2013-05-05 06:08:40.917,,N
52065718:5,52065718:5,2013-05-05 06:08:40.917,,N
52066311:5,52066311:5,2013-05-05 06:08:40.917,,N
52066389:5,52066389:5,2013-05-05 06:08:40.917,,N
52066531:5,52066531:5,2013-05-05 06:08:40.917,,N
52066533:5,52066533:5,2014-03-03 08:45:47.603,,N
52066626:5,10074442:5,2013-05-05 06:08:40.917,,N
52066627:5,10074890:5,2013-05-05 06:08:40.917,,N
52067142:5,50036279:5,2016-06-01 10:28:14.587,2016-06-02 10:28:04.667,A
52067142:5,52067142:5,2013-05-05 06:08:40.917,2016-06-01 10:28:14.587,N
52067142:5,52067142:5,2016-06-02 10:28:04.667,,A
52067405:5,52067405:5,2013-05-05 06:08:40.917,,N
52067587:5,52067587:5,2013-05-05 06:08:40.917,,N
52067588:5,52067588:5,2013-05-05 06:08:40.917,,N
52068011:5,52068011:5,2013-05-05 06:08:40.917,,N
52068308:5,52068308:5,2013-05-05 06:08:40.917,,N
52068798:5,52068798:5,2013-05-05 06:08:40.917,,N
52069174:5,52069174:5,2013-05-05 06:08:40.917,,N
52069176:5,52069176:5,2013-05-05 06:08:40.917,,N
52069179:5,52069179:5,2013-05-05 06:08:40.917,,N
52069239:5,10070997:5,2013-05-05 06:08:40.917,,N
52069240:5,10071833:5,2013-05-05 06:08:40.917,,N
52069241:5,10077730:5,2013-05-05 06:08:40.917,,N
52069245:5,10070928:5,2013-05-05 06:08:40.917,,N
52069618:5,52174331:5,2013-05-05 06:08:40.917,,N
52070060:5,52070060:5,2013-05-05 06:08:40.917,,N
52070667:5,52070667:5,2018-06-20 09:53:16.167,,N
52070895:5,52070895:5,2013-05-05 06:08:40.917,,N
52070896:5,52070896:5,2013-05-05 06:08:40.917,,N
52070897:5,52070897:5,2013-05-05 06:08:40.917,,N
52071187:5,52071187:5,2013-05-05 06:08:40.917,,N
52071188:5,52071188:5,2013-05-05 06:08:40.917,,N
52071189:5,52071189:5,2013-05-05 06:08:40.917,,N
52071246:5,10075016:5,2013-05-05 06:08:40.917,,N
52071247:5,52017310:5,2013-05-05 06:08:40.917,,N
52071524:5,52071524:5,2013-05-05 06:08:40.917,,N
52071525:5,52071525:5,2013-05-05 06:08:40.917,,N
52071527:5,52071527:5,2013-05-05 06:08:40.917,,N
52071570:5,10071761:5,2013-05-05 06:08:40.917,,N
52071571:5,50002542:5,2013-05-05 06:08:40.917,,N
52071649:5,52071649:5,2013-05-05 06:08:40.917,,N
52071861:5,52071861:5,2013-05-05 06:08:40.917,,N
52071862:5,52071862:5,2013-05-05 06:08:40.917,,N
52071867:5,52071867:5,2013-05-05 06:08:40.917,,N
52071872:5,52071872:5,2013-05-05 06:08:40.917,,N
52071873:5,52071873:5,2013-05-05 06:08:40.917,,N
52071968:5,52071968:5,2013-05-05 06:08:40.917,,N
52071969:5,52071969:5,2013-05-05 06:08:40.917,,N
52072289:5,52072289:5,2013-05-05 06:08:40.917,,N
52072625:5,52016388:5,2013-05-05 06:08:40.917,,N
52072626:5,52072626:5,2013-05-05 06:08:40.917,,N
52072627:5,52072627:5,2014-01-29 08:00:47.250,,N
52072851:5,52072851:5,2013-05-05 06:08:40.917,,N
52073070:5,52073070:5,2013-05-05 06:08:40.917,,N
52073516:5,52073516:5,2013-05-05 06:08:40.917,,N
52073519:5,52073519:5,2013-05-05 06:08:40.917,,N
52074117:5,52074117:5,2013-05-05 06:08:40.917,,N
52074181:5,10093932:5,2013-05-05 06:08:40.917,,N
52074353:5,10112336:5,2013-05-05 06:08:40.917,,N
52074448:5,50012095:5,2013-05-05 06:08:40.917,2013-05-31 10:03:52.447,N
52074448:5,50012095:5,2013-05-31 10:03:52.447,,C
52074448:5,50012095:5,2013-01-02 12:45:00.000,,N
52074682:5,10013246:5,2013-05-05 06:08:40.917,,N
52074684:5,52074684:5,2013-05-05 06:08:40.917,,N
52074747:5,10074562:5,2013-05-05 06:08:40.917,,N
52075539:5,52075539:5,2013-05-05 06:08:40.917,,N
52075540:5,52075540:5,2013-05-05 06:08:40.917,,N
52075541:5,52075541:5,2013-05-05 06:08:40.917,,N
52075542:5,52075542:5,2013-05-05 06:08:40.917,,N
52075718:5,10067955:5,2013-05-05 06:08:40.917,,N
52075719:5,10097909:5,2013-05-05 06:08:40.917,,N
52075913:5,52026866:5,2013-05-05 06:08:40.917,,N
52076103:5,52076103:5,2013-05-05 06:08:40.917,,N
52076130:5,10068066:5,2013-05-05 06:08:40.917,,N
52076131:5,10068104:5,2013-05-05 06:08:40.917,,N
52076132:5,52001710:5,2013-05-05 06:08:40.917,,N
52076133:5,52012724:5,2013-05-05 06:08:40.917,,N
52076720:5,10070350:5,2013-05-05 06:08:40.917,,N
52076722:5,10073664:5,2013-05-05 06:08:40.917,,N
52076723:5,50001664:5,2013-05-05 06:08:40.917,,N
52076884:5,52076884:5,2013-05-05 06:08:40.917,,N
52076886:5,52076886:5,2013-05-05 06:08:40.917,,N
52076887:5,52076887:5,2013-05-05 06:08:40.917,,N
52077031:5,10069754:5,2013-05-05 06:08:40.917,,N
52077033:5,10074919:5,2013-05-05 06:08:40.917,,N
52077034:5,50014808:5,2013-05-05 06:08:40.917,,N
52077320:5,52077320:5,2013-05-05 06:08:40.917,,N
52077443:5,52077443:5,2013-05-05 06:08:40.917,,N
52077450:5,52077450:5,2013-05-05 06:08:40.917,,N
52077623:5,52077623:5,2013-05-05 06:08:40.917,,N
52077692:5,52077692:5,2013-05-05 06:08:40.917,,N
52078357:5,52078357:5,2013-05-05 06:08:40.917,,N
52078962:5,52078962:5,2013-05-05 06:08:40.917,,N
52079276:5,52079276:5,2013-05-05 06:08:40.917,,N
52079277:5,52079277:5,2013-05-05 06:08:40.917,,N
52079474:5,52079474:5,2013-05-05 06:08:40.917,,N
52079829:5,52079829:5,2013-05-05 06:08:40.917,,N
52080297:5,52080297:5,2013-05-05 06:08:40.917,,N
52080333:5,10069030:5,2013-05-05 06:08:40.917,,N
52080768:5,52080768:5,2013-05-05 06:08:40.917,,N
52080932:5,10008618:5,2020-11-23 09:58:18.523,,N
52080970:5,10069836:5,2013-05-05 06:08:40.917,,N
52080971:5,10076361:5,2013-05-05 06:08:40.917,,N
52081211:5,10069127:5,2013-05-05 06:08:40.917,,N
52081524:5,52081524:5,2013-05-05 06:08:40.917,,N
52081525:5,52081525:5,2013-05-05 06:08:40.917,,N
52081905:5,52081905:5,2013-05-05 06:08:40.917,,N
52082422:5,52082422:5,2013-05-05 06:08:40.917,,N
52083123:5,52083123:5,2013-05-05 06:08:40.917,,N
52083391:5,52083391:5,2013-05-05 06:08:40.917,,N
52083526:5,52083526:5,2013-05-05 06:08:40.917,,N
52083540:5,52083540:5,2013-05-05 06:08:40.917,,N
52085231:5,52085231:5,2013-05-05 06:08:40.917,,N
52085405:5,10073486:5,2013-05-05 06:08:40.917,,N
52086742:5,52086742:5,2013-05-05 06:08:40.917,,N
52088113:5,10099929:5,2013-05-05 06:08:40.917,,N
52088468:5,52088468:5,2013-05-05 06:08:40.917,,N
52088497:5,52088497:5,2013-05-05 06:08:40.917,,N
52088578:5,52088578:5,2013-05-05 06:08:40.917,,N
52089784:5,52089784:5,2013-05-05 06:08:40.917,,N
52091876:5,52091876:5,2022-02-02 08:16:30.047,,N
52093184:5,52093184:5,2013-05-05 06:08:40.917,,N
52093943:5,52093943:5,2013-05-05 06:08:40.917,,N
52094415:5,52094415:5,2013-05-05 06:08:40.917,,N
52095047:5,52095047:5,2013-05-05 06:08:40.917,,N
52095235:5,52095235:5,2013-05-05 06:08:40.917,,N
52095277:5,52027859:5,2013-05-05 06:08:40.917,,N
52096490:5,52096490:5,2013-05-05 06:08:40.917,,N
52096492:5,52096492:5,2013-05-05 06:08:40.917,,N
52096694:5,52096694:5,2013-05-05 06:08:40.917,,N
52096884:5,52096884:5,2013-05-05 06:08:40.917,,N
52097138:5,52097138:5,2013-05-05 06:08:40.917,,N
52097331:5,52097331:5,2013-05-05 06:08:40.917,,N
52097335:5,52097335:5,2013-05-05 06:08:40.917,,N
52097610:5,52097610:5,2013-05-05 06:08:40.917,,N
52097974:5,52097974:5,2013-05-05 06:08:40.917,,N
52098105:5,52098105:5,2013-05-05 06:08:40.917,,N
52098274:5,52098274:5,2013-05-05 06:08:40.917,,N
52098275:5,52098275:5,2013-05-05 06:08:40.917,,N
52098443:5,52098443:5,2013-05-05 06:08:40.917,,N
52098446:5,52098446:5,2013-05-05 06:08:40.917,,N
52098460:5,52098460:5,2014-01-29 08:00:47.250,,N
52098470:5,52098470:5,2013-05-05 06:08:40.917,,N
52098681:5,10070727:5,2013-05-05 06:08:40.917,,N
52098682:5,10096643:5,2013-05-05 06:08:40.917,,N
52098818:5,52098818:5,2013-05-05 06:08:40.917,,N
52099477:5,52099477:5,2013-05-05 06:08:40.917,,N
52099830:5,52099830:5,2013-05-05 06:08:40.917,,N
52099833:5,52099833:5,2013-05-05 06:08:40.917,,N
52100194:5,52100194:5,2013-05-05 06:08:40.917,,N
52100735:5,52100735:5,2013-05-05 06:08:40.917,,N
52100736:5,52100736:5,2013-05-05 06:08:40.917,,N
52100941:5,52100941:5,2013-05-05 06:08:40.917,,N
52100942:5,52100942:5,2013-05-05 06:08:40.917,,N
52101091:5,52101091:5,2013-05-05 06:08:40.917,,N
52101092:5,52101092:5,2013-05-05 06:08:40.917,,N
52101283:5,52101283:5,2013-05-05 06:08:40.917,,N
52102203:5,52102203:5,2014-01-28 08:08:57.080,,N
52102532:5,52102532:5,2013-05-05 06:08:40.917,,N
52102533:5,52102533:5,2013-05-05 06:08:40.917,,N
52103069:5,52103069:5,2013-05-05 06:08:40.917,,N
52103742:5,52103742:5,2013-05-05 06:08:40.917,,N
52103747:5,52103747:5,2013-05-05 06:08:40.917,,N
52103882:5,52103882:5,2013-05-05 06:08:40.917,,N
52103926:5,10068194:5,2013-05-05 06:08:40.917,,N
52105560:5,52105560:5,2013-05-05 06:08:40.917,,N
52106937:5,10069950:5,2013-05-05 06:08:40.917,,N
52106938:5,10070221:5,2013-05-05 06:08:40.917,,N
52106939:5,10077050:5,2013-05-05 06:08:40.917,,N
52106944:5,52007644:5,2013-05-05 06:08:40.917,,N
52107076:5,52107076:5,2017-06-14 09:24:55.037,,N
52108865:5,52108865:5,2013-05-05 06:08:40.917,,N
52109017:5,52016123:5,2013-05-05 06:08:40.917,,N
52109198:5,52025076:5,2013-05-05 06:08:40.917,,N
52109402:5,52076884:5,2013-05-05 06:08:40.917,,N
52110027:5,52110027:5,2013-05-05 06:08:40.917,,N
52110198:5,52110198:5,2013-05-05 06:08:40.917,,N
52110199:5,52110199:5,2013-05-05 06:08:40.917,,N
52110276:5,52110276:5,2013-05-05 06:08:40.917,,N
52110712:5,52110712:5,2013-05-05 06:08:40.917,,N
52110849:5,52110849:5,2013-05-05 06:08:40.917,,N
52110851:5,52110851:5,2013-05-05 06:08:40.917,,N
52110852:5,52110852:5,2014-01-29 08:00:47.250,,N
52111051:5,52111051:5,2013-05-05 06:08:40.917,,N
52111485:5,52111485:5,2013-05-05 06:08:40.917,,N
52111490:5,52111490:5,2013-05-05 06:08:40.917,,N
52111491:5,52111491:5,2013-05-05 06:08:40.917,,N
52111853:5,52111853:5,2015-02-10 08:10:54.513,,N
52112021:5,52112021:5,2013-05-05 06:08:40.917,,N
52112022:5,10087373:5,2013-05-05 06:08:40.917,,N
52112055:5,52112055:5,2013-05-05 06:08:40.917,,N
52112196:5,52112196:5,2013-05-05 06:08:40.917,,N
52112227:5,52033999:5,2013-05-05 06:08:40.917,,N
52112882:5,52112882:5,2013-05-05 06:08:40.917,,N
52113019:5,52113019:5,2013-05-05 06:08:40.917,,N
52113047:5,52113047:5,2013-05-05 06:08:40.917,,N
52113324:5,50012136:5,2013-05-05 06:08:40.917,,N
52113587:5,52002574:5,2013-05-05 06:08:40.917,,N
52113742:5,52113742:5,2013-05-05 06:08:40.917,,N
52114111:5,52114111:5,2013-05-05 06:08:40.917,,N
52114304:5,52114304:5,2013-05-05 06:08:40.917,,N
52114328:5,52114328:5,2013-09-18 07:40:27.967,,N
52114680:5,52114680:5,2013-05-05 06:08:40.917,,N
52114810:5,52114810:5,2013-05-05 06:08:40.917,,N
52114811:5,50037332:5,2016-01-05 07:38:29.450,,N
52115091:5,52115091:5,2013-05-05 06:08:40.917,,N
52115629:5,52115629:5,2013-05-05 06:08:40.917,,N
52115884:5,10088549:5,2013-05-05 06:08:40.917,,N
52116031:5,52116031:5,2013-05-05 06:08:40.917,,N
52116065:5,52116065:5,2013-05-05 06:08:40.917,,N
52117358:5,52117358:5,2013-05-05 06:08:40.917,,N
52117360:5,52117360:5,2013-05-05 06:08:40.917,,N
52117936:5,52117936:5,2013-05-05 06:08:40.917,,N
52118706:5,10013755:5,2013-05-05 06:08:40.917,,N
52118707:5,52118707:5,2013-05-05 06:08:40.917,,N
52118748:5,10070155:5,2013-05-05 06:08:40.917,,N
52118828:5,52118828:5,2013-05-05 06:08:40.917,,N
52118829:5,52118829:5,2013-05-05 06:08:40.917,,N
52118844:5,10074243:5,2013-05-05 06:08:40.917,2013-12-20 15:25:01.163,N
52118844:5,10074243:5,2013-12-20 15:25:01.163,,C
52118844:5,10074243:5,2013-01-02 12:45:00.000,,N
52119136:5,52119136:5,2013-05-05 06:08:40.917,,N
52119464:5,52119464:5,2013-05-05 06:08:40.917,,N
52119701:5,10093768:5,2013-05-05 06:08:40.917,,N
52120649:5,52120649:5,2013-05-05 06:08:40.917,,N
52120866:5,52033623:5,2013-05-05 06:08:40.917,,N
52121173:5,52121173:5,2013-05-05 06:08:40.917,,N
52121390:5,10011880:5,2013-05-05 06:08:40.917,,N
52121527:5,52463807:5,2013-05-05 06:08:40.917,,N
52121529:5,52121529:5,2013-05-05 06:08:40.917,,N
52121539:5,52121539:5,2013-05-05 06:08:40.917,,N
52121546:5,52121546:5,2015-08-28 07:34:25.153,,N
52121556:5,52121556:5,2013-05-05 06:08:40.917,,N
52121559:5,52121559:5,2013-05-05 06:08:40.917,,N
52121561:5,52121561:5,2013-05-05 06:08:40.917,,N
52121565:5,52121565:5,2013-05-05 06:08:40.917,,N
52121572:5,52121572:5,2013-05-05 06:08:40.917,,N
52121575:5,52121575:5,2013-05-05 06:08:40.917,,N
52121588:5,52121588:5,2013-05-05 06:08:40.917,,N
52121592:5,52121592:5,2013-05-05 06:08:40.917,,N
52121600:5,52121600:5,2013-05-05 06:08:40.917,,N
52121777:5,52121777:5,2013-05-05 06:08:40.917,,N
52121780:5,52121780:5,2013-05-05 06:08:40.917,,N
52121781:5,52121781:5,2013-05-05 06:08:40.917,,N
52121783:5,52121783:5,2013-05-05 06:08:40.917,,N
52121817:5,52121817:5,2013-05-05 06:08:40.917,,N
52122155:5,52122155:5,2013-05-05 06:08:40.917,,N
52122499:5,52122499:5,2013-05-05 06:08:40.917,,N
52122929:5,10072437:5,2013-05-05 06:08:40.917,,N
52122930:5,10074033:5,2013-05-05 06:08:40.917,,N
52123088:5,10072473:5,2013-05-05 06:08:40.917,,N
52123089:5,10072501:5,2013-05-05 06:08:40.917,,N
52123090:5,10072580:5,2013-05-05 06:08:40.917,,N
52123092:5,10101059:5,2013-05-05 06:08:40.917,,N
52123093:5,52016115:5,2013-05-05 06:08:40.917,,N
52123780:5,52123780:5,2013-05-05 06:08:40.917,,N
52124273:5,52124273:5,2013-05-05 06:08:40.917,,N
52124486:5,52124486:5,2013-05-05 06:08:40.917,,N
52124487:5,52124487:5,2018-06-20 09:53:16.167,,N
52124525:5,52043406:5,2013-05-05 06:08:40.917,,N
52125652:5,52125652:5,2013-05-05 06:08:40.917,,N
52126229:5,52016394:5,2013-05-05 06:08:40.917,,N
52126477:5,52126477:5,2014-01-27 09:11:18.247,,N
52126715:5,52126715:5,2013-05-05 06:08:40.917,,N
52126717:5,52126719:5,2013-05-05 06:08:40.917,,N
52126719:5,52126719:5,2013-05-05 06:08:40.917,,N
52126994:5,52126994:5,2013-05-05 06:08:40.917,,N
52127165:5,52127165:5,2018-06-26 09:54:24.360,,N
52128077:5,52128077:5,2020-08-17 07:50:48.297,,N
52128875:5,52128875:5,2013-05-05 06:08:40.917,,N
52129139:5,10073247:5,2015-04-13 06:39:38.267,,A
52129139:5,52129139:5,2013-05-05 06:08:40.917,2015-04-13 06:39:38.267,N
52130292:5,10077164:5,2013-05-05 06:08:40.917,,N
52130293:5,10097779:5,2013-05-05 06:08:40.917,,N
52130634:5,52130634:5,2013-05-05 06:08:40.917,,N
52130766:5,52130766:5,2013-05-05 06:08:40.917,,N
52130938:5,52130938:5,2013-05-05 06:08:40.917,,N
52130941:5,52130941:5,2013-05-05 06:08:40.917,,N
52131965:5,52131965:5,2013-05-05 06:08:40.917,,N
52133873:5,52133873:5,2013-05-05 06:08:40.917,,N
52133874:5,52133874:5,2013-05-05 06:08:40.917,,N
52133905:5,52133905:5,2016-06-15 07:05:37.257,,N
52133953:5,52133953:5,2013-05-05 06:08:40.917,,N
52133965:5,52133965:5,2013-05-05 06:08:40.917,,N
52133967:5,52133967:5,2013-05-05 06:08:40.917,,N
52134110:5,52134110:5,2013-05-05 06:08:40.917,,N
52134124:5,52134124:5,2013-05-05 06:08:40.917,,N
52134128:5,52134128:5,2013-05-05 06:08:40.917,,N
52134591:5,10077472:5,2013-05-05 06:08:40.917,,N
52134703:5,52134703:5,2013-05-05 06:08:40.917,,N
52134707:5,52134707:5,2013-05-05 06:08:40.917,,N
52134749:5,52134749:5,2013-05-05 06:08:40.917,,N
52135310:5,10077648:5,2013-05-05 06:08:40.917,,N
52135311:5,10096801:5,2013-05-05 06:08:40.917,,N
52135863:5,52135863:5,2013-05-05 06:08:40.917,,N
52135864:5,52135864:5,2013-05-05 06:08:40.917,,N
52136316:5,52136316:5,2013-05-05 06:08:40.917,,N
52139595:5,52139595:5,2013-05-05 06:08:40.917,,N
52140097:5,52140097:5,2013-05-05 06:08:40.917,,N
52140517:5,52140517:5,2013-05-05 06:08:40.917,,N
52141258:5,52141258:5,2013-05-05 06:08:40.917,,N
52141259:5,52141259:5,2013-05-05 06:08:40.917,,N
52141339:5,10069641:5,2013-05-05 06:08:40.917,,N
52141340:5,52001808:5,2013-05-05 06:08:40.917,,N
52141485:5,52141485:5,2013-05-05 06:08:40.917,,N
52141486:5,52141486:5,2013-05-05 06:08:40.917,,N
52141487:5,52141487:5,2013-05-05 06:08:40.917,,N
52141489:5,52141489:5,2013-05-05 06:08:40.917,,N
52142131:5,10070181:5,2013-05-05 06:08:40.917,,N
52142132:5,10073297:5,2013-05-05 06:08:40.917,,N
52142133:5,10105672:5,2013-05-05 06:08:40.917,,N
52142349:5,52142349:5,2013-05-05 06:08:40.917,,N
52142791:5,52053386:5,2013-05-05 06:08:40.917,,N
52143054:5,52083540:5,2013-05-05 06:08:40.917,,N
52143073:5,10074104:5,2013-05-05 06:08:40.917,,N
52143074:5,10075950:5,2013-05-05 06:08:40.917,,N
52143076:5,52001895:5,2013-05-05 06:08:40.917,,N
52143695:5,52143695:5,2013-05-05 06:08:40.917,,N
52143696:5,52143696:5,2013-05-05 06:08:40.917,,N
52143698:5,52143698:5,2013-05-05 06:08:40.917,,N
52143700:5,52143700:5,2013-05-05 06:08:40.917,,N
52143702:5,52143702:5,2013-05-05 06:08:40.917,,N
52143705:5,52143705:5,2013-05-05 06:08:40.917,,N
52144167:5,52144167:5,2013-05-05 06:08:40.917,,N
52144173:5,52144173:5,2013-05-05 06:08:40.917,,N
52144258:5,10097808:5,2013-05-05 06:08:40.917,,N
52144289:5,10073210:5,2013-05-05 06:08:40.917,,N
52144439:5,52144439:5,2014-11-20 07:59:33.777,,N
52144464:5,52144464:5,2013-05-05 06:08:40.917,,N
52144699:5,52144699:5,2013-05-05 06:08:40.917,,N
52144898:5,52144898:5,2013-05-05 06:08:40.917,,N
52145264:5,52145264:5,2013-05-05 06:08:40.917,,N
52145266:5,52145266:5,2013-05-05 06:08:40.917,,N
52145268:5,52145268:5,2013-05-05 06:08:40.917,,N
52146277:5,52146277:5,2013-05-05 06:08:40.917,,N
52146464:5,52146464:5,2013-05-05 06:08:40.917,,N
52146485:5,52188301:5,2013-05-05 06:08:40.917,,N
52146486:5,52146486:5,2013-05-05 06:08:40.917,,N
52150191:5,52150191:5,2013-05-05 06:08:40.917,,N
52151330:5,52151330:5,2013-05-05 06:08:40.917,,N
52152412:5,52152412:5,2013-05-05 06:08:40.917,,N
52153106:5,52153106:5,2013-05-05 06:08:40.917,,N
52154252:5,52154252:5,2013-05-05 06:08:40.917,,N
52154479:5,52154479:5,2013-05-05 06:08:40.917,,N
52154674:5,10109644:5,2013-05-05 06:08:40.917,,N
52154675:5,10113065:5,2013-05-05 06:08:40.917,,N
52154676:5,50004441:5,2013-05-05 06:08:40.917,,N
52155594:5,52155594:5,2013-05-05 06:08:40.917,,N
52156169:5,52156169:5,2013-05-05 06:08:40.917,,N
52156170:5,52156170:5,2013-05-05 06:08:40.917,,N
52156190:5,52156190:5,2013-05-05 06:08:40.917,,N
52157020:5,52157020:5,2013-05-05 06:08:40.917,,N
52157115:5,52157115:5,2013-05-05 06:08:40.917,,N
52157131:5,52157131:5,2013-05-05 06:08:40.917,,N
52157357:5,52157357:5,2013-05-05 06:08:40.917,,N
52157445:5,52157445:5,2013-05-05 06:08:40.917,,N
52157741:5,52157741:5,2013-05-05 06:08:40.917,,N
52158109:5,52158109:5,2013-05-05 06:08:40.917,,N
52158484:5,52158484:5,2013-05-05 06:08:40.917,,N
52158641:5,52158641:5,2013-05-05 06:08:40.917,,N
52164448:5,52164448:5,2013-05-05 06:08:40.917,,N
52164457:5,52164457:5,2013-05-05 06:08:40.917,,N
52166235:5,10086757:5,2013-05-05 06:08:40.917,,N
52168525:5,52168525:5,2013-05-05 06:08:40.917,,N
52171993:5,52171993:5,2013-05-05 06:08:40.917,,N
52172015:5,52172015:5,2013-05-05 06:08:40.917,,N
52172450:5,52172450:5,2013-05-05 06:08:40.917,,N
52172453:5,10006363:5,2015-04-13 06:39:38.267,2016-10-13 11:27:40.980,A
52172453:5,10006363:5,2017-11-25 03:50:59.763,2018-10-30 16:17:53.227,A
52172453:5,52172453:5,2013-05-05 06:08:40.917,2015-04-13 06:39:38.267,N
52172453:5,52172453:5,2016-10-13 11:27:40.980,2017-11-25 03:50:59.763,A
52172453:5,52172453:5,2018-10-30 16:17:53.227,,A
52174313:5,52174313:5,2013-05-05 06:08:40.917,,N
52174319:5,10085445:5,2015-04-13 06:39:38.267,,A
52174319:5,52174319:5,2013-05-05 06:08:40.917,2015-04-13 06:39:38.267,N
52174331:5,52174331:5,2013-05-05 06:08:40.917,,N
52174584:5,52174584:5,2013-05-05 06:08:40.917,2015-04-13 06:39:38.267,N
52174584:5,52174584:5,2016-05-20 02:36:45.703,,A
52174584:5,64101958:5,2015-04-13 06:39:38.267,2016-05-20 02:36:45.703,A
52175147:5,52175147:5,2013-05-05 06:08:40.917,,N
52175179:5,52175179:5,2013-05-05 06:08:40.917,,N
52175182:5,52175182:5,2013-05-05 06:08:40.917,,N
52175185:5,52175185:5,2013-05-05 06:08:40.917,,N
52175693:5,52175693:5,2013-05-05 06:08:40.917,,N
52175695:5,52175695:5,2013-05-05 06:08:40.917,,N
52175766:5,52175766:5,2013-05-05 06:08:40.917,,N
52177018:5,52177018:5,2013-05-05 06:08:40.917,,N
52177019:5,52177019:5,2013-05-05 06:08:40.917,,N
52184257:5,52184257:5,2013-05-05 06:08:40.917,,N
52185744:5,52164448:5,2013-05-05 06:08:40.917,,N
52185746:5,52185746:5,2013-05-05 06:08:40.917,,N
52185747:5,52185747:5,2013-05-05 06:08:40.917,,N
52188298:5,52188298:5,2013-05-05 06:08:40.917,,N
52188299:5,52188299:5,2013-05-05 06:08:40.917,,N
52188301:5,52188301:5,2013-05-05 06:08:40.917,,N
52188548:5,52016330:5,2013-05-05 06:08:40.917,,N
52188801:5,52188801:5,2013-05-05 06:08:40.917,,N
52188807:5,52188807:5,2013-05-05 06:08:40.917,,N
52189047:5,52189047:5,2013-05-05 06:08:40.917,,N
52189729:5,52189729:5,2013-05-05 06:08:40.917,,N
52189730:5,52189730:5,2013-05-05 06:08:40.917,,N
52189746:5,52189746:5,2013-05-05 06:08:40.917,,N
52190000:5,52190000:5,2013-05-05 06:08:40.917,,N
52190460:5,52190460:5,2013-05-05 06:08:40.917,,N
52193581:5,52193581:5,2013-05-05 06:08:40.917,,N
52194063:5,52194063:5,2013-05-05 06:08:40.917,,N
52194838:5,52194838:5,2015-02-10 08:10:54.513,,N
52194877:5,52194877:5,2013-05-05 06:08:40.917,,N
52194879:5,52194879:5,2013-05-05 06:08:40.917,,N
52195362:5,52195362:5,2013-05-05 06:08:40.917,,N
52195364:5,52016479:5,2013-05-05 06:08:40.917,,N
52195365:5,52195365:5,2013-05-05 06:08:40.917,,N
52195663:5,52062104:5,2013-05-05 06:08:40.917,,N
52197725:5,52197725:5,2013-05-05 06:08:40.917,,N
52197727:5,52197727:5,2013-05-05 06:08:40.917,,N
52197989:5,52197989:5,2013-05-05 06:08:40.917,,N
52197990:5,52197990:5,2013-05-05 06:08:40.917,,N
52198580:5,52198580:5,2013-05-05 06:08:40.917,,N
52199864:5,52199864:5,2013-05-05 06:08:40.917,,N
52199985:5,10074412:5,2013-05-05 06:08:40.917,,N
52204099:5,52204099:5,2013-05-05 06:08:40.917,,N
52205900:5,52205900:5,2013-05-05 06:08:40.917,,N
52207588:5,52207588:5,2013-05-05 06:08:40.917,,N
52210369:5,52210369:5,2013-05-05 06:08:40.917,,N
52212352:5,52212352:5,2013-05-05 06:08:40.917,,N
52213003:5,10068572:5,2013-05-05 06:08:40.917,2013-07-17 19:24:35.163,N
52213003:5,10068572:5,2013-07-17 19:24:35.163,,C
52213003:5,10068572:5,2013-01-02 12:45:00.000,,N
52213174:5,52213174:5,2013-05-05 06:08:40.917,,N
52213176:5,52213176:5,2013-05-05 06:08:40.917,,N
