id,spn,grouping_id
52355836:5,52355836,5
52356264:5,52356264,5
52356313:5,52356313,5
52356788:5,52356788,5
52357224:5,52357224,5
52357238:5,52357238,5
52357755:5,52357755,5
52357757:5,52357757,5
52358239:5,52358239,5
52358623:5,52358623,5
52359106:5,52359106,5
52359163:5,52359163,5
52359484:5,52359484,5
52359490:5,52359490,5
52360570:5,52360570,5
52360574:5,52360574,5
52361080:5,52361080,5
52362733:5,52362733,5
52362738:5,52362738,5
52363198:5,52363198,5
52363636:5,52363636,5
52363637:5,52363637,5
52363641:5,52363641,5
52363652:5,52363652,5
52363665:5,52363665,5
52364568:5,52364568,5
52365220:5,52365220,5
52365632:5,52365632,5
52365633:5,52365633,5
52366740:5,52366740,5
52366742:5,52366742,5
52366743:5,52366743,5
52366747:5,52366747,5
52366767:5,52366767,5
52367513:5,52367513,5
52367535:5,52367535,5
52368154:5,52368154,5
52368161:5,52368161,5
52368162:5,52368162,5
52368538:5,52368538,5
52368540:5,52368540,5
52369490:5,52369490,5
52369870:5,52369870,5
52369987:5,52369987,5
52370440:5,52370440,5
52370738:5,52370738,5
52448445:5,52448445,5
52371118:5,52371118,5
52371571:5,52371571,5
52372039:5,52372039,5
52372400:5,52372400,5
52375525:5,52375525,5
52375528:5,52375528,5
52376035:5,52376035,5
52376531:5,52376531,5
52376883:5,52376883,5
52378718:5,52378718,5
52380119:5,52380119,5
52380121:5,52380121,5
52380158:5,52380158,5
53708897:5,53708897,5
52380378:5,52380378,5
52380379:5,52380379,5
52380790:5,52380790,5
52381240:5,52381240,5
52381744:5,52381744,5
52381746:5,52381746,5
52381747:5,52381747,5
52381853:5,52381853,5
52381855:5,52381855,5
52382298:5,52382298,5
52382299:5,52382299,5
52382571:5,52382571,5
52385370:5,52385370,5
52386592:5,52386592,5
52386644:5,52386644,5
52386685:5,52386685,5
52386686:5,52386686,5
52397236:5,52397236,5
52397239:5,52397239,5
52397292:5,52397292,5
52414699:5,52414699,5
52415298:5,52415298,5
52415972:5,52415972,5
52431395:5,52431395,5
52431418:5,52431418,5
52431419:5,52431419,5
52432170:5,52432170,5
52439608:5,52439608,5
52439622:5,52439622,5
52439666:5,52439666,5
52442735:5,52442735,5
52445111:5,52445111,5
52445137:5,52445137,5
52445148:5,52445148,5
52446553:5,52446553,5
52446554:5,52446554,5
52446557:5,52446557,5
52446560:5,52446560,5
52448101:5,52448101,5
52448126:5,52448126,5
52448127:5,52448127,5
52448617:5,52448617,5
52448618:5,52448618,5
52448619:5,52448619,5
52448930:5,52448930,5
52448934:5,52448934,5
52448943:5,52448943,5
52448948:5,52448948,5
52449644:5,52449644,5
52450608:5,52450608,5
52457222:5,52457222,5
52450651:5,52450651,5
52451787:5,52451787,5
52452109:5,52452109,5
52452117:5,52452117,5
52452396:5,52452396,5
52452399:5,52452399,5
52452400:5,52452400,5
52452867:5,52452867,5
52453348:5,52453348,5
52453354:5,52453354,5
52453748:5,52453748,5
52453792:5,52453792,5
52453824:5,52453824,5
52454608:5,52454608,5
52455135:5,52455135,5
52455151:5,52455151,5
52456740:5,52456740,5
52456745:5,52456745,5
52456758:5,52456758,5
52456779:5,52456779,5
52456780:5,52456780,5
52457225:5,52457225,5
52457662:5,52457662,5
52457670:5,52457670,5
52457839:5,52457839,5
52457997:5,52457997,5
52458757:5,52458757,5
52458825:5,52458825,5
52458896:5,52458896,5
52459623:5,52459623,5
52459657:5,52459657,5
52459717:5,52459717,5
52460370:5,52460370,5
52460375:5,52460375,5
52460414:5,52460414,5
52460500:5,52460500,5
52460874:5,52460874,5
52461865:5,52461865,5
52461869:5,52461869,5
52461886:5,52461886,5
52461920:5,52461920,5
52461975:5,52461975,5
52462545:5,52462545,5
52463144:5,52463144,5
52463247:5,52463247,5
52463248:5,52463248,5
52463805:5,52463805,5
55976249:5,55976249,5
52463810:5,52463810,5
52464080:5,52464080,5
52464393:5,52464393,5
52464410:5,52464410,5
52464779:5,52464779,5
52465195:5,52465195,5
52465737:5,52465737,5
52466466:5,52466466,5
52466898:5,52466898,5
52466904:5,52466904,5
52467885:5,52467885,5
52467890:5,52467890,5
52467899:5,52467899,5
52468020:5,52468020,5
52468021:5,52468021,5
52468022:5,52468022,5
52468086:5,52468086,5
52470007:5,52470007,5
52470408:5,52470408,5
52472253:5,52472253,5
52472993:5,52472993,5
52473204:5,52473204,5
52474292:5,52474292,5
52476039:5,52476039,5
52476562:5,52476562,5
61018504:5,61018504,5
52476979:5,52476979,5
52476983:5,52476983,5
52477036:5,52477036,5
52482719:5,52482719,5
52482735:5,52482735,5
52483267:5,52483267,5
52483301:5,52483301,5
52483328:5,52483328,5
52483590:5,52483590,5
52483677:5,52483677,5
52483824:5,52483824,5
52484497:5,52484497,5
52484499:5,52484499,5
52484521:5,52484521,5
52484569:5,52484569,5
52484647:5,52484647,5
52484648:5,52484648,5
52484650:5,52484650,5
52484687:5,52484687,5
52484690:5,52484690,5
52484990:5,52484990,5
52485106:5,52485106,5
52486113:5,52486113,5
52486339:5,52486339,5
52486828:5,52486828,5
52490041:5,52490041,5
52490284:5,52490284,5
52491277:5,52491277,5
52491280:5,52491280,5
52491411:5,52491411,5
52491460:5,52491460,5
52491865:5,52491865,5
52492362:5,52492362,5
52492363:5,52492363,5
52492367:5,52492367,5
52492585:5,52492585,5
52492605:5,52492605,5
52492618:5,52492618,5
52492657:5,52492657,5
52493945:5,52493945,5
52498317:5,52498317,5
52498355:5,52498355,5
52498630:5,52498630,5
52499372:5,52499372,5
52499380:5,52499380,5
52499408:5,52499408,5
52499891:5,52499891,5
52501935:5,52501935,5
52501936:5,52501936,5
52501940:5,52501940,5
52501941:5,52501941,5
52501945:5,52501945,5
52508876:5,52508876,5
52508965:5,52508965,5
52509195:5,52509195,5
52509330:5,52509330,5
52514477:5,52514477,5
52516195:5,52516195,5
52516205:5,52516205,5
52520159:5,52520159,5
52520170:5,52520170,5
52521377:5,52521377,5
52521380:5,52521380,5
52524451:5,52524451,5
52525649:5,52525649,5
52525650:5,52525650,5
52528463:5,52528463,5
52528464:5,52528464,5
52528469:5,52528469,5
52532497:5,52532497,5
52536681:5,52536681,5
52536689:5,52536689,5
52542894:5,52542894,5
52547524:5,52547524,5
52548755:5,52548755,5
52554208:5,52554208,5
52554219:5,52554219,5
52554549:5,52554549,5
52554646:5,52554646,5
52565848:5,52565848,5
52565850:5,52565850,5
52566573:5,52566573,5
52566578:5,52566578,5
52566901:5,52566901,5
52567954:5,52567954,5
52571250:5,52571250,5
52572588:5,52572588,5
52572595:5,52572595,5
52572777:5,52572777,5
52572805:5,52572805,5
52584822:5,52584822,5
52587259:5,52587259,5
52591489:5,52591489,5
52594112:5,52594112,5
52597811:5,52597811,5
52603291:5,52603291,5
52604258:5,52604258,5
52608544:5,52608544,5
52613593:5,52613593,5
52614229:5,52614229,5
52615367:5,52615367,5
52619548:5,52619548,5
52620989:5,52620989,5
52624701:5,52624701,5
52624704:5,52624704,5
52630271:5,52630271,5
52633095:5,52633095,5
52646409:5,52646409,5
52647179:5,52647179,5
52652285:5,52652285,5
52652287:5,52652287,5
52652290:5,52652290,5
52653030:5,52653030,5
52653735:5,52653735,5
52663926:5,52663926,5
52677243:5,52677243,5
52677289:5,52677289,5
52683745:5,52683745,5
52684811:5,52684811,5
52688875:5,52688875,5
52690063:5,52690063,5
52690064:5,52690064,5
52695751:5,52695751,5
52696810:5,52696810,5
52696824:5,52696824,5
52702456:5,52702456,5
52715282:5,52715282,5
52715505:5,52715505,5
52722010:5,52722010,5
52723059:5,52723059,5
52723100:5,52723100,5
52723101:5,52723101,5
52723799:5,52723799,5
52725820:5,52725820,5
52725938:5,52725938,5
52725941:5,52725941,5
52725990:5,52725990,5
52726501:5,52726501,5
52727822:5,52727822,5
52729692:5,52729692,5
52729716:5,52729716,5
52730366:5,52730366,5
52730458:5,52730458,5
52730638:5,52730638,5
52730739:5,52730739,5
52732454:5,52732454,5
52732456:5,52732456,5
52732475:5,52732475,5
52732482:5,52732482,5
52733305:5,52733305,5
52733340:5,52733340,5
52733352:5,52733352,5
52733385:5,52733385,5
52733386:5,52733386,5
52733445:5,52733445,5
52733449:5,52733449,5
52733450:5,52733450,5
52733930:5,52733930,5
52734162:5,52734162,5
55622210:5,55622210,5
52734276:5,52734276,5
52734277:5,52734277,5
52734281:5,52734281,5
52734977:5,52734977,5
52736741:5,52736741,5
52736798:5,52736798,5
52738990:5,52738990,5
52739009:5,52739009,5
52739635:5,52739635,5
52742433:5,52742433,5
52742448:5,52742448,5
52743213:5,52743213,5
52744047:5,52744047,5
52744083:5,52744083,5
52744125:5,52744125,5
52744856:5,52744856,5
52744964:5,52744964,5
52745629:5,52745629,5
52745632:5,52745632,5
52745634:5,52745634,5
52745780:5,52745780,5
52745781:5,52745781,5
52746470:5,52746470,5
52746478:5,52746478,5
52747133:5,52747133,5
52747825:5,52747825,5
52747826:5,52747826,5
52747870:5,52747870,5
52747894:5,52747894,5
52748052:5,52748052,5
52748577:5,52748577,5
52750412:5,52750412,5
52751077:5,52751077,5
52751090:5,52751090,5
52751873:5,52751873,5
52753077:5,52753077,5
52754125:5,52754125,5
52754127:5,52754127,5
52754718:5,52754718,5
52754719:5,52754719,5
52754806:5,52754806,5
52755146:5,52755146,5
52755296:5,52755296,5
52755415:5,52755415,5
52755443:5,52755443,5
54829836:5,54829836,5
52755475:5,52755475,5
52757421:5,52757421,5
52757423:5,52757423,5
52757446:5,52757446,5
52757663:5,52757663,5
52758100:5,52758100,5
52758129:5,52758129,5
52758912:5,52758912,5
52758913:5,52758913,5
52758914:5,52758914,5
52759273:5,52759273,5
52760989:5,52760989,5
52760991:5,52760991,5
52761627:5,52761627,5
52761630:5,52761630,5
52761706:5,52761706,5
52761709:5,52761709,5
52763228:5,52763228,5
52763264:5,52763264,5
52764039:5,52764039,5
52764773:5,52764773,5
52764774:5,52764774,5
52764775:5,52764775,5
52765408:5,52765408,5
52766935:5,52766935,5
52767801:5,52767801,5
52767823:5,52767823,5
52769496:5,52769496,5
52769510:5,52769510,5
52770162:5,52770162,5
52770180:5,52770180,5
52770181:5,52770181,5
52771028:5,52771028,5
52771493:5,52771493,5
52771498:5,52771498,5
52771503:5,52771503,5
52771504:5,52771504,5
52772874:5,52772874,5
52772875:5,52772875,5
52772940:5,52772940,5
52773524:5,52773524,5
52773539:5,52773539,5
52774472:5,52774472,5
52774545:5,52774545,5
52775022:5,52775022,5
52775075:5,52775075,5
52775082:5,52775082,5
52775089:5,52775089,5
52777100:5,52777100,5
52779198:5,52779198,5
52969755:5,52969755,5
52779271:5,52779271,5
52780326:5,52780326,5
52781580:5,52781580,5
52781593:5,52781593,5
52782238:5,52782238,5
52782239:5,52782239,5
52782402:5,52782402,5
52782405:5,52782405,5
52782460:5,52782460,5
52974296:5,52974296,5
52782482:5,52782482,5
52782503:5,52782503,5
52783955:5,52783955,5
52783958:5,52783958,5
52783961:5,52783961,5
52786071:5,52786071,5
52786687:5,52786687,5
52786688:5,52786688,5
52786689:5,52786689,5
52786690:5,52786690,5
52786715:5,52786715,5
52786723:5,52786723,5
52787406:5,52787406,5
52787486:5,52787486,5
52787496:5,52787496,5
52787499:5,52787499,5
52787540:5,52787540,5
52787571:5,52787571,5
52787595:5,52787595,5
52788041:5,52788041,5
52788043:5,52788043,5
52788066:5,52788066,5
52788875:5,52788875,5
52789333:5,52789333,5
52789348:5,52789348,5
52789350:5,52789350,5
52789375:5,52789375,5
52789376:5,52789376,5
52789842:5,52789842,5
52789876:5,52789876,5
52790253:5,52790253,5
52790255:5,52790255,5
52790451:5,52790451,5
52790473:5,52790473,5
52791083:5,52791083,5
52791085:5,52791085,5
52791911:5,52791911,5
52791937:5,52791937,5
52791939:5,52791939,5
52792442:5,52792442,5
52792443:5,52792443,5
52792848:5,52792848,5
52792898:5,52792898,5
52793464:5,52793464,5
52793465:5,52793465,5
52793468:5,52793468,5
52794032:5,52794032,5
52794658:5,52794658,5
52794659:5,52794659,5
52795475:5,52795475,5
52795489:5,52795489,5
52796223:5,52796223,5
52796225:5,52796225,5
52797409:5,52797409,5
52799275:5,52799275,5
52799277:5,52799277,5
52799449:5,52799449,5
52801278:5,52801278,5
52801819:5,52801819,5
52801844:5,52801844,5
52802160:5,52802160,5
52802201:5,52802201,5
52802509:5,52802509,5
52802723:5,52802723,5
52802730:5,52802730,5
52803841:5,52803841,5
52803847:5,52803847,5
52804342:5,52804342,5
52804371:5,52804371,5
52806201:5,52806201,5
52806933:5,52806933,5
52807054:5,52807054,5
52807533:5,52807533,5
52808137:5,52808137,5
52808246:5,52808246,5
52808589:5,52808589,5
52808590:5,52808590,5
52811098:5,52811098,5
52812219:5,52812219,5
52812949:5,52812949,5
52813464:5,52813464,5
52813490:5,52813490,5
52815409:5,52815409,5
52824034:5,52824034,5
52824035:5,52824035,5
52826031:5,52826031,5
52826032:5,52826032,5
52826064:5,52826064,5
52826065:5,52826065,5
52826566:5,52826566,5
52826570:5,52826570,5
52826574:5,52826574,5
52826609:5,52826609,5
52827019:5,52827019,5
52828050:5,52828050,5
52828073:5,52828073,5
52828271:5,52828271,5
52828292:5,52828292,5
52828929:5,52828929,5
52828941:5,52828941,5
52828942:5,52828942,5
52828946:5,52828946,5
52829448:5,52829448,5
52829531:5,52829531,5
52830601:5,52830601,5
52830749:5,52830749,5
52830751:5,52830751,5
52830764:5,52830764,5
52831142:5,52831142,5
52831623:5,52831623,5
52831652:5,52831652,5
52832511:5,52832511,5
52833373:5,52833373,5
52833391:5,52833391,5
52833399:5,52833399,5
52834620:5,52834620,5
52834632:5,52834632,5
52834782:5,52834782,5
52834800:5,52834800,5
52834801:5,52834801,5
52835408:5,52835408,5
52836034:5,52836034,5
52836036:5,52836036,5
52840001:5,52840001,5
52840115:5,52840115,5
52840234:5,52840234,5
52841964:5,52841964,5
52841980:5,52841980,5
52842222:5,52842222,5
52842449:5,52842449,5
52842450:5,52842450,5
52849231:5,52849231,5
52849233:5,52849233,5
52849414:5,52849414,5
52849428:5,52849428,5
52853554:5,52853554,5
52853555:5,52853555,5
52853853:5,52853853,5
52853856:5,52853856,5
52853859:5,52853859,5
52854001:5,52854001,5
52854048:5,52854048,5
52854176:5,52854176,5
52854245:5,52854245,5
52854413:5,52854413,5
52854439:5,52854439,5
52854708:5,52854708,5
52854828:5,52854828,5
52854986:5,52854986,5
52855170:5,52855170,5
52855201:5,52855201,5
52855257:5,52855257,5
52855699:5,52855699,5
52855720:5,52855720,5
52856186:5,52856186,5
52856193:5,52856193,5
52856195:5,52856195,5
52856225:5,52856225,5
52856432:5,52856432,5
52857926:5,52857926,5
52858495:5,52858495,5
52858504:5,52858504,5
52858669:5,52858669,5
52858678:5,52858678,5
52859201:5,52859201,5
52860698:5,52860698,5
52860700:5,52860700,5
52861513:5,52861513,5
52861515:5,52861515,5
52861521:5,52861521,5
52863586:5,52863586,5
52863669:5,52863669,5
52864276:5,52864276,5
52864576:5,52864576,5
52864599:5,52864599,5
52865715:5,52865715,5
53581022:5,53581022,5
52865742:5,52865742,5
52865743:5,52865743,5
52865744:5,52865744,5
52876370:5,52876370,5
52879229:5,52879229,5
52879230:5,52879230,5
52879232:5,52879232,5
52879234:5,52879234,5
52879752:5,52879752,5
52880532:5,52880532,5
52880545:5,52880545,5
52880551:5,52880551,5
52880692:5,52880692,5
52881093:5,52881093,5
52881094:5,52881094,5
52881508:5,52881508,5
52882310:5,52882310,5
52883099:5,52883099,5
52883476:5,52883476,5
52883483:5,52883483,5
56414018:5,56414018,5
52884521:5,52884521,5
52884683:5,52884683,5
52884963:5,52884963,5
52886170:5,52886170,5
52887280:5,52887280,5
52887282:5,52887282,5
52887303:5,52887303,5
52889473:5,52889473,5
52889887:5,52889887,5
52891163:5,52891163,5
52891249:5,52891249,5
52891958:5,52891958,5
52891962:5,52891962,5
52891963:5,52891963,5
52892001:5,52892001,5
52893124:5,52893124,5
52893296:5,52893296,5
52893321:5,52893321,5
52893612:5,52893612,5
52894942:5,52894942,5
52894944:5,52894944,5
52894948:5,52894948,5
52895593:5,52895593,5
52896667:5,52896667,5
52896698:5,52896698,5
52896702:5,52896702,5
52897014:5,52897014,5
52897057:5,52897057,5
52897181:5,52897181,5
52898088:5,52898088,5
52898480:5,52898480,5
52898601:5,52898601,5
52898603:5,52898603,5
52899282:5,52899282,5
52907932:5,52907932,5
52907940:5,52907940,5
52930433:5,52930433,5
52931040:5,52931040,5
52931166:5,52931166,5
52932041:5,52932041,5
52932086:5,52932086,5
52932108:5,52932108,5
52932109:5,52932109,5
52932564:5,52932564,5
52932595:5,52932595,5
52933428:5,52933428,5
52933480:5,52933480,5
52933492:5,52933492,5
52934718:5,52934718,5
52935222:5,52935222,5
52935224:5,52935224,5
52935246:5,52935246,5
52959059:5,52959059,5
52959061:5,52959061,5
52959135:5,52959135,5
52959628:5,52959628,5
52960164:5,52960164,5
52961636:5,52961636,5
52961640:5,52961640,5
52962856:5,52962856,5
52962893:5,52962893,5
52964041:5,52964041,5
52964043:5,52964043,5
52964126:5,52964126,5
52964517:5,52964517,5
52965083:5,52965083,5
52966439:5,52966439,5
52968230:5,52968230,5
52969286:5,52969286,5
52969339:5,52969339,5
52969703:5,52969703,5
52969796:5,52969796,5
52971296:5,52971296,5
52971964:5,52971964,5
52972290:5,52972290,5
52972291:5,52972291,5
52972849:5,52972849,5
52974461:5,52974461,5
52992131:5,52992131,5
53019280:5,53019280,5
53072158:5,53072158,5
53075617:5,53075617,5
53075621:5,53075621,5
53084393:5,53084393,5
53084418:5,53084418,5
53084477:5,53084477,5
53087458:5,53087458,5
53087478:5,53087478,5
53089601:5,53089601,5
53091275:5,53091275,5
53092363:5,53092363,5
53092374:5,53092374,5
53092379:5,53092379,5
53092392:5,53092392,5
53093961:5,53093961,5
53093962:5,53093962,5
53093965:5,53093965,5
53093996:5,53093996,5
53094630:5,53094630,5
53094658:5,53094658,5
53094659:5,53094659,5
53094855:5,53094855,5
53094906:5,53094906,5
53095512:5,53095512,5
53095692:5,53095692,5
53096919:5,53096919,5
53101402:5,53101402,5
53101423:5,53101423,5
53101496:5,53101496,5
53102955:5,53102955,5
53102960:5,53102960,5
53103910:5,53103910,5
53103911:5,53103911,5
53104028:5,53104028,5
53104253:5,53104253,5
53105926:5,53105926,5
53105953:5,53105953,5
53106095:5,53106095,5
53121564:5,53121564,5
53124556:5,53124556,5
53131630:5,53131630,5
53133481:5,53133481,5
53400251:5,53400251,5
53133501:5,53133501,5
53135444:5,53135444,5
53139425:5,53139425,5
53139792:5,53139792,5
53139861:5,53139861,5
53141800:5,53141800,5
53141878:5,53141878,5
53144347:5,53144347,5
53144353:5,53144353,5
53144494:5,53144494,5
53145620:5,53145620,5
53145623:5,53145623,5
53146329:5,53146329,5
53148447:5,53148447,5
53148459:5,53148459,5
53152039:5,53152039,5
53152210:5,53152210,5
53152347:5,53152347,5
53153460:5,53153460,5
53153775:5,53153775,5
53153777:5,53153777,5
53154845:5,53154845,5
54749276:5,54749276,5
53154925:5,53154925,5
53154946:5,53154946,5
53154947:5,53154947,5
53155045:5,53155045,5
53171280:5,53171280,5
53171281:5,53171281,5
53171303:5,53171303,5
53171729:5,53171729,5
53171733:5,53171733,5
53171736:5,53171736,5
53171738:5,53171738,5
53182017:5,53182017,5
53189917:5,53189917,5
53189929:5,53189929,5
53191816:5,53191816,5
53192052:5,53192052,5
53194351:5,53194351,5
53194377:5,53194377,5
53194378:5,53194378,5
53200000:5,53200000,5
53200003:5,53200003,5
53200080:5,53200080,5
53348459:5,53348459,5
53348461:5,53348461,5
53352173:5,53352173,5
53352227:5,53352227,5
53353831:5,53353831,5
53379622:5,53379622,5
53379836:5,53379836,5
53384178:5,53384178,5
53384198:5,53384198,5
53385838:5,53385838,5
53396843:5,53396843,5
53397301:5,53397301,5
53397307:5,53397307,5
53397455:5,53397455,5
53397456:5,53397456,5
53437791:5,53437791,5
53439983:5,53439983,5
53441380:5,53441380,5
53681696:5,53681696,5
53453169:5,53453169,5
55865083:5,55865083,5
53453892:5,53453892,5
53456315:5,53456315,5
53459488:5,53459488,5
53460798:5,53460798,5
53461951:5,53461951,5
53470020:5,53470020,5
53471789:5,53471789,5
53472024:5,53472024,5
53472988:5,53472988,5
53472989:5,53472989,5
53474368:5,53474368,5
53474407:5,53474407,5
53474480:5,53474480,5
53474489:5,53474489,5
53474501:5,53474501,5
53477428:5,53477428,5
53478709:5,53478709,5
53480817:5,53480817,5
53481597:5,53481597,5
53481610:5,53481610,5
53482287:5,53482287,5
53997295:5,53997295,5
53483645:5,53483645,5
53493228:5,53493228,5
53493929:5,53493929,5
53546543:5,53546543,5
53549796:5,53549796,5
53551024:5,53551024,5
53551833:5,53551833,5
53551837:5,53551837,5
53553443:5,53553443,5
53555514:5,53555514,5
53557781:5,53557781,5
53559192:5,53559192,5
53559193:5,53559193,5
53562627:5,53562627,5
53562631:5,53562631,5
53563335:5,53563335,5
53563337:5,53563337,5
53563983:5,53563983,5
53565953:5,53565953,5
53565954:5,53565954,5
53565972:5,53565972,5
53566165:5,53566165,5
53575476:5,53575476,5
53578250:5,53578250,5
53578252:5,53578252,5
53579992:5,53579992,5
53580986:5,53580986,5
53580990:5,53580990,5
53581020:5,53581020,5
53581023:5,53581023,5
53581027:5,53581027,5
53581028:5,53581028,5
53581029:5,53581029,5
53581075:5,53581075,5
53581077:5,53581077,5
53583449:5,53583449,5
53583450:5,53583450,5
53585158:5,53585158,5
53611466:5,53611466,5
53611468:5,53611468,5
53611470:5,53611470,5
53622438:5,53622438,5
53623694:5,53623694,5
53628448:5,53628448,5
53629650:5,53629650,5
53629651:5,53629651,5
53630479:5,53630479,5
53630865:5,53630865,5
53631544:5,53631544,5
53631548:5,53631548,5
53658702:5,53658702,5
53659534:5,53659534,5
53659535:5,53659535,5
53660164:5,53660164,5
53660167:5,53660167,5
53670498:5,53670498,5
53672884:5,53672884,5
53672885:5,53672885,5
53672888:5,53672888,5
53672939:5,53672939,5
53674969:5,53674969,5
53676542:5,53676542,5
53676543:5,53676543,5
53676755:5,53676755,5
53677517:5,53677517,5
53677841:5,53677841,5
53677845:5,53677845,5
53677847:5,53677847,5
53678123:5,53678123,5
53678997:5,53678997,5
53680905:5,53680905,5
53702749:5,53702749,5
53703558:5,53703558,5
53708447:5,53708447,5
53708448:5,53708448,5
53710125:5,53710125,5
53710126:5,53710126,5
53710129:5,53710129,5
53710131:5,53710131,5
53710421:5,53710421,5
53710422:5,53710422,5
53711033:5,53711033,5
53716803:5,53716803,5
53717050:5,53717050,5
53717051:5,53717051,5
53717052:5,53717052,5
53717053:5,53717053,5
53717054:5,53717054,5
53717617:5,53717617,5
53717620:5,53717620,5
53747448:5,53747448,5
53758640:5,53758640,5
53758646:5,53758646,5
53758658:5,53758658,5
53768300:5,53768300,5
53770522:5,53770522,5
53775068:5,53775068,5
53780807:5,53780807,5
53782923:5,53782923,5
53782929:5,53782929,5
53783868:5,53783868,5
53795325:5,53795325,5
53796436:5,53796436,5
53814887:5,53814887,5
53814888:5,53814888,5
53821076:5,53821076,5
53821083:5,53821083,5
53821314:5,53821314,5
53823780:5,53823780,5
53823781:5,53823781,5
53825079:5,53825079,5
53825080:5,53825080,5
53825999:5,53825999,5
53826000:5,53826000,5
53826015:5,53826015,5
53827629:5,53827629,5
53827636:5,53827636,5
53828154:5,53828154,5
53830646:5,53830646,5
53837791:5,53837791,5
53838188:5,53838188,5
53854259:5,53854259,5
53876825:5,53876825,5
53878557:5,53878557,5
53885917:5,53885917,5
53891742:5,53891742,5
53891743:5,53891743,5
53893982:5,53893982,5
53894868:5,53894868,5
53894870:5,53894870,5
53896151:5,53896151,5
53896365:5,53896365,5
53897199:5,53897199,5
53900803:5,53900803,5
53900805:5,53900805,5
53900830:5,53900830,5
53902310:5,53902310,5
53902532:5,53902532,5
53903894:5,53903894,5
53904111:5,53904111,5
53904115:5,53904115,5
53904116:5,53904116,5
53906459:5,53906459,5
53925276:5,53925276,5
53925716:5,53925716,5
53927400:5,53927400,5
53936045:5,53936045,5
53936047:5,53936047,5
53937333:5,53937333,5
53937334:5,53937334,5
53939560:5,53939560,5
53939563:5,53939563,5
53939772:5,53939772,5
53957522:5,53957522,5
53982002:5,53982002,5
53983190:5,53983190,5
53984788:5,53984788,5
53985629:5,53985629,5
53988322:5,53988322,5
53998379:5,53998379,5
53998383:5,53998383,5
54000163:5,54000163,5
54004555:5,54004555,5
54005715:5,54005715,5
54007567:5,54007567,5
54008360:5,54008360,5
54008361:5,54008361,5
54008363:5,54008363,5
54008367:5,54008367,5
54008388:5,54008388,5
54009390:5,54009390,5
54010147:5,54010147,5
54010162:5,54010162,5
54010167:5,54010167,5
54010177:5,54010177,5
54010188:5,54010188,5
54010206:5,54010206,5
54010216:5,54010216,5
54010217:5,54010217,5
54010226:5,54010226,5
54010250:5,54010250,5
54010256:5,54010256,5
54010281:5,54010281,5
54010362:5,54010362,5
54010363:5,54010363,5
54010370:5,54010370,5
54010389:5,54010389,5
54010390:5,54010390,5
54010410:5,54010410,5
54010455:5,54010455,5
54010481:5,54010481,5
54010521:5,54010521,5
54010555:5,54010555,5
54010559:5,54010559,5
54010560:5,54010560,5
54010571:5,54010571,5
54010586:5,54010586,5
54010587:5,54010587,5
54010608:5,54010608,5
54010632:5,54010632,5
54010648:5,54010648,5
54010657:5,54010657,5
54010696:5,54010696,5
54010698:5,54010698,5
54010707:5,54010707,5
54010714:5,54010714,5
54010738:5,54010738,5
54010759:5,54010759,5
54010764:5,54010764,5
54010796:5,54010796,5
54010797:5,54010797,5
54011478:5,54011478,5
54016735:5,54016735,5
54017791:5,54017791,5
54018186:5,54018186,5
54018489:5,54018489,5
54023606:5,54023606,5
54023618:5,54023618,5
54024183:5,54024183,5
54024185:5,54024185,5
54024186:5,54024186,5
54025899:5,54025899,5
54025900:5,54025900,5
54026061:5,54026061,5
54027331:5,54027331,5
54030116:5,54030116,5
54030227:5,54030227,5
54031054:5,54031054,5
54031352:5,54031352,5
54044312:5,54044312,5
54044876:5,54044876,5
54425985:5,54425985,5
54070067:5,54070067,5
54070643:5,54070643,5
54072354:5,54072354,5
54074292:5,54074292,5
54074946:5,54074946,5
54082982:5,54082982,5
54086958:5,54086958,5
54093907:5,54093907,5
54093934:5,54093934,5
54093936:5,54093936,5
54095902:5,54095902,5
54096832:5,54096832,5
54098165:5,54098165,5
54098607:5,54098607,5
54098970:5,54098970,5
54099146:5,54099146,5
54100219:5,54100219,5
54100234:5,54100234,5
54102182:5,54102182,5
54102586:5,54102586,5
54102590:5,54102590,5
54102593:5,54102593,5
54103704:5,54103704,5
54103769:5,54103769,5
54103784:5,54103784,5
54104425:5,54104425,5
54107248:5,54107248,5
54139177:5,54139177,5
54148005:5,54148005,5
54149422:5,54149422,5
54149570:5,54149570,5
54149620:5,54149620,5
54153103:5,54153103,5
54154652:5,54154652,5
54156818:5,54156818,5
54163056:5,54163056,5
54163058:5,54163058,5
54171112:5,54171112,5
54173098:5,54173098,5
54173102:5,54173102,5
54175882:5,54175882,5
54176993:5,54176993,5
54176995:5,54176995,5
54179504:5,54179504,5
54180181:5,54180181,5
54180182:5,54180182,5
54180184:5,54180184,5
54180185:5,54180185,5
54181411:5,54181411,5
54183187:5,54183187,5
54183362:5,54183362,5
54185016:5,54185016,5
54185027:5,54185027,5
54185028:5,54185028,5
54185050:5,54185050,5
54229435:5,54229435,5
54232936:5,54232936,5
54233564:5,54233564,5
54233565:5,54233565,5
54235565:5,54235565,5
54235863:5,54235863,5
54238072:5,54238072,5
54239281:5,54239281,5
54239571:5,54239571,5
54243967:5,54243967,5
54247642:5,54247642,5
54248345:5,54248345,5
54248346:5,54248346,5
54250628:5,54250628,5
54251403:5,54251403,5
54251846:5,54251846,5
